2.877822000773511690e-01,7.202980756895243086e-01,9.832151074635988586e-01,9.609421253842741484e-01,8.908782388898076610e-01,1.383792256842724333e+00,9.195516690332788956e-01,1.076203462594500060e+00,1.706740738178291084e+00,8.530707542325085546e-01,1.411742673073802967e+00,8.956670704290229379e-01,4.748181641013116128e-01,9.973700776734565343e-01,7.059299452664148378e-01,1.217486786451399183e+00,8.101696581071676784e-01,9.594930641426350215e-01,1.310414728608169099e+00
8.215394137668894370e-01,1.400454680789439132e+00,1.933804132598756720e+00,2.749560156508595199e+00,1.406557861284443156e+00,1.830531151395410561e+00,1.477276520759728262e+00,1.432017687125257455e+00,1.072183637289332969e+00,1.266756870968378301e+00,7.599037317087401489e-01,4.290263737020050816e-01,7.888741921758508635e-01,1.374139908439453661e+00,1.426097728019527500e+00,6.681067131102410572e-01,6.568372832481588208e-01,1.218039363699945588e+00,1.411419452419327536e+00
8.924893369822968214e-01,1.635520020612961201e+00,1.724845605398231729e+00,1.497908797000820025e+00,2.004043616428029750e+00,2.674370279349912227e+00,1.885135205980029705e+00,1.744417169693585068e+00,1.427782934533075254e+00,1.033490010111459023e+00,5.809089198125052533e-01,6.557146310569366143e-01,7.096335047590492939e-01,7.294513158963179533e-01,5.951405504159752446e-01,7.009407524535783418e-01,5.619788604838793500e-01,3.800792124276812234e-01,3.615296193692202342e-01
2.335070395090688677e+01,1.996521909664728645e+00,1.835345075493817868e+00,2.538687007302055321e+00,2.477837801956488839e+00,1.507817845280205571e+00,1.576410457718144142e+00,1.832483499192489207e+00,1.020278451103496131e+00,1.562716167621348129e+00,8.054218073862140503e-01,8.642047942005763872e-01,1.257620614558565553e+00,5.703642063681348962e-01,5.680754020430989204e-01,7.257329285696896282e-01,3.858776042113282179e-01,5.767304641332074988e-01,3.332855189956147046e-01
1.578263738042562592e+00,1.416550253111713342e+00,1.824530132665024063e+00,2.057682682679267572e+00,1.628083905125896180e+00,2.259403354651855711e+00,1.158648121624967109e+00,1.995271469221392202e+00,1.203710860053157861e+00,1.398561052069737798e+00,6.703459508085694019e-01,7.724368642300120102e-01,8.027016348477038488e-01,4.170408194894497100e-01,3.708799498214461199e-01,3.800807957898890699e-01,5.026800533525500603e-01,3.123868877828730461e-01,2.990893080404425919e-01
3.006472341859381281e+00,3.458252492334802586e+00,2.440403579832437053e+00,2.043439263927705696e+00,1.975977192538348692e+00,1.918005502226640457e+00,1.707917318105564908e+00,1.716500305593588349e+00,2.327049647437081425e+00,1.243895431207950875e+00,9.176825803150894245e-01,7.644524609774889790e-01,8.297841391070054362e-01,4.182293244853740877e-01,4.216398015595593241e-01,6.768639841399493040e-01,4.397757602526690679e-01,3.405947319304446497e-01,2.869885045630593545e-01
2.769474023680101205e+00,3.021138617753170497e+00,2.269458748958629535e+00,1.748889044674395654e+00,1.787639127982936449e+00,2.382446607031472041e+00,8.259013549651489372e-01,3.126187660607167906e+00,2.183989996460208083e+00,9.150351563342814520e-01,1.252285307651938906e+00,8.049660165897389863e-01,6.325305131781265855e-01,4.012016853835047581e-01,3.341610452682149957e-01,2.971634246953530623e-01,6.068612710331401372e-01,2.833671343108221108e-01,2.996045466741995567e-01
2.335740539157773021e+00,3.345851505222437794e+00,1.734386236466801678e+00,1.622547305837277465e+00,1.664833319170214265e+00,1.626952218686582352e+00,1.830633341227194455e+00,1.197119721664428038e+00,1.507194310867883580e+00,1.265919540000722154e+00,4.568130884997048669e-01,7.469720920379898654e-01,6.245496778685576400e-01,6.763977578247949429e-01,3.498596237496535144e-01,8.240707401320831460e-01,3.203164076732223364e-01,2.919863383635543652e-01,3.007057459410210076e-01
3.153594880592898608e+00,2.588747745054225113e+00,3.133069728154858957e+00,2.082301385500803015e+00,2.458932600877566266e+00,2.333386574365224231e+00,3.734233756296246209e+00,2.816142562205184330e+00,1.985187117456059358e+00,1.665531267516575431e+00,1.786785986709668705e+00,1.013008863329744047e+00,1.126074484823211153e+00,1.007617824303788989e+00,4.213593590125017108e-01,5.735018953137639430e-01,3.267878436812819976e-01,3.314820662830847975e-01,3.112001323413182696e-01
1.060998942837082026e+01,1.741945111488665532e+01,6.641119894781438049e+00,8.061889401595683680e+00,4.486892694759569089e+00,5.341111900118167277e+00,9.038050489508018259e+00,9.781049142984604927e+00,8.038256808330009662e+00,8.684808374540427423e+00,7.269404247062585256e+00,8.754630055959848889e+00,1.743716444893210094e+00,8.875077091602086021e-01,9.864497229061778283e-01,1.432581196843535798e+00,1.332709062362986252e+00,5.721852039147881097e-01,4.731034591297501590e-01
7.755622988782720384e+00,6.753406694576910674e+00,4.792829328855555460e+00,5.004638104421913702e+00,7.116275992521062577e+00,9.760411895118679126e+00,2.869267134086229909e+00,2.764557942141034896e+00,9.772716632271526427e-01,1.419813439122339815e+00,1.493713707063012430e+00,1.769719035223208836e+00,9.270598436668547881e-01,4.057941684474480892e-01,7.725234660101767403e-01,4.386754580566805117e-01,5.668335737674277119e-01,3.960865116944730646e-01,3.513650912705816864e-01
